title,links,first_paragraph
‘Science Versus Politics’: School District Defies Governor’s Reopening Order,https://www.nytimes.com/2020/09/10/us/des-moines-school-opening-coronavirus.html?searchResultPosition=1408,"No matter how much tension has surrounded the reopening of schools during the coronavirus pandemic, most state and local officials have found a way to arrive at some sort of plan by the first day of classes."
Biden Campaign Lashes Trump Over Concealing the Danger of the Virus,https://www.nytimes.com/2020/09/10/us/politics/biden-trump-virus-woodward.html?searchResultPosition=1409,Follow our latest coverage of the Biden vs. Trump 2020 election here.
Justice Dept. Announces Dozens of Fraud Charges in Small-Business Aid Program,https://www.nytimes.com/2020/09/10/us/politics/ppp-fraud-coronavirus.html?searchResultPosition=1410,The Justice Department said on Thursday that it had charged 57 people with trying to steal more than $175 million from the Paycheck Protection Program to help small businesses during the coronavirus pandemic as questions swirled about how its funds were disbursed.
Suspect Is Charged With Arson in Oregon Wildfire,https://www.nytimes.com/2020/09/11/us/wildfires-live-updates.html?searchResultPosition=1411,"[Follow our live Oregon, California and Washington fires updates.]"
Hopes Dim for More Stimulus as Democrats Block Narrow G.O.P. Plan,https://www.nytimes.com/2020/09/10/us/politics/second-stimulus-check.html?searchResultPosition=1412,"Prospects for any additional stimulus to address the coronavirus pandemic’s devastating toll before the election darkened considerably on Thursday, when a whittled-down Republican plan failed in the Senate on a partisan vote."
F.D.A. Regulators Publish Rare Self-Defense Amid Rising Vaccine Pressure,https://www.nytimes.com/2020/09/10/us/politics/fda-coronavirus-vaccine.html?searchResultPosition=1413,"As President Trump continues to suggest a coronavirus vaccine could be ready before Election Day, top regulators at the Food and Drug Administration issued an unusual statement on Thursday promising to uphold the scientific integrity of their work and defend the agency’s independence."
"As Clock Ticks, Trump Engulfs Himself in Chaotic News Cycles",https://www.nytimes.com/2020/09/10/us/politics/trump-campaign-virus-woodward.html?searchResultPosition=1414,President Trump is running out the clock on his own re-election campaign.
A Climate Reckoning in Fire-Stricken California,https://www.nytimes.com/2020/09/10/us/climate-change-california-wildfires.html?searchResultPosition=1415,"Multiple mega fires burning more than three million acres. Millions of residents smothered in toxic air. Rolling blackouts and triple-digit heat waves. Climate change, in the words of one scientist, is smacking California in the face."
"Joshua Bellamy, Ex-Jet, Fraudulently Took $1.2 Million in Covid-19 Aid, U.S. Says",https://www.nytimes.com/2020/09/10/us/Josh-Bellamy-New-York-Jets-Charges-PPP.html?searchResultPosition=1416,"A wide receiver who was cut from the New York Jets on Tuesday has been charged with fraudulently obtaining a $1.2 million loan from the Paycheck Protection Program and using the proceeds to buy luxury goods, prosecutors said on Thursday."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/09/10/us/coronavirus-briefing-what-happened-today.html?searchResultPosition=1417,"Don’t expect any new virus stimulus before Election Day. That seems to be the takeaway after Senate Republicans today failed to advance their scaled-back plan, in the face of opposition from Democrats, who called it inadequate."
‘Science Versus Politics’: School District Defies Governor’s Reopening Order,https://www.nytimes.com/2020/09/10/us/des-moines-school-opening-coronavirus.html?searchResultPosition=1418,"No matter how much tension has surrounded the reopening of schools during the coronavirus pandemic, most state and local officials have found a way to arrive at some sort of plan by the first day of classes."
Biden Campaign Lashes Trump Over Concealing the Danger of the Virus,https://www.nytimes.com/2020/09/10/us/politics/biden-trump-virus-woodward.html?searchResultPosition=1419,Follow our latest coverage of the Biden vs. Trump 2020 election here.
Justice Dept. Announces Dozens of Fraud Charges in Small-Business Aid Program,https://www.nytimes.com/2020/09/10/us/politics/ppp-fraud-coronavirus.html?searchResultPosition=1420,The Justice Department said on Thursday that it had charged 57 people with trying to steal more than $175 million from the Paycheck Protection Program to help small businesses during the coronavirus pandemic as questions swirled about how its funds were disbursed.
"Russian Intelligence Hackers Are Back, Microsoft Warns, Aiming at Officials of Both Parties",https://www.nytimes.com/2020/09/10/us/politics/russian-hacking-microsoft-biden-trump.html?searchResultPosition=1421,[Follow our daily updates on the latest presidential election polls.]
What to Know About the Wildfires,https://www.nytimes.com/2020/09/10/us/california-wildfires.html?searchResultPosition=1422,Good morning.
"Many ask if Woodward should have revealed Trump’s comments sooner, and Trump weighs in.",https://www.nytimes.com/2020/09/10/us/elections/many-ask-if-woodward-should-have-revealed-trumps-comments-sooner-and-trump-weighs-in.html?searchResultPosition=1423,"Should Bob Woodward have withheld until now a February quotation from President Trump, who privately told him the coronavirus was “deadly stuff” even as he publicly minimized its severity? Could Mr. Woodward have helped save lives by releasing the information sooner?"
The Woodward Revelations,https://www.nytimes.com/2020/09/10/us/politics/trump-woodward-book.html?searchResultPosition=1424,"Woodward’s revelations prompt an admission from Trump: “I’m a cheerleader.” It’s Thursday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
‘They Call Me a Criminal’: Nursing Home Workers Who May Spread the Virus,https://www.nytimes.com/2020/09/10/us/virus-florida-nursing-homes-contract-workers.html?searchResultPosition=1425,"In late May, Jean-Junior Vertu and Marie Julceus, two employees at a long-term care facility near West Palm Beach, Fla., took a routine test for the coronavirus and then went about their workday. They felt fine. Mr. Vertu, a dietary aide, pureed food for the residents while listening to Haitian dance music. Ms. Julceus, a nurse, helped them eat."
Postal Service to Tap Republican Lobbyist to Quell Mounting Scrutiny,https://www.nytimes.com/2020/09/09/us/postal-service-lobbyist.html?searchResultPosition=1426,"Postmaster General Louis DeJoy, moving to defend himself and top postal officials against suggestions that they are trying to help President Trump win re-election by sabotaging mail-in voting, told colleagues on Wednesday that he planned to hire a veteran Republican lobbyist to work with Congress."
Health Official Tries to Reassure Public That Science Will Set Vaccine Approval,https://www.nytimes.com/2020/09/09/us/politics/coronavirus-vaccine-trump.html?searchResultPosition=1427,"Dr. Francis S. Collins, the director of the National Institutes of Health, took issue on Wednesday with President Trump’s suggestion that a coronavirus vaccine would be available by Election Day, as he sought to reassure senators and the public that a vaccine would not be made available unless it was safe and effective."
"Trump Resumes the Rallies He Cherishes, but Virus Vexes His Plans",https://www.nytimes.com/2020/09/09/us/politics/trump-rally-nevada.html?searchResultPosition=1428,"With cheering crowds, inflated and false claims, and inflammatory partisan rhetoric, President Trump has resumed the mode of politicking he enjoys most: entertaining his supporters at campaign-style rallies."
"5 Takeaways From ‘Rage,’ Bob Woodward’s New Book About Trump",https://www.nytimes.com/2020/09/09/us/politics/woodward-trump-rage-takeaways.html?searchResultPosition=1429,"“This is deadly stuff,” President Trump said of the coronavirus in a Feb. 7 interview with the journalist Bob Woodward for his upcoming book, “Rage.” But it was a vastly different story than he was telling the public at the time. Mr. Trump would later admit to Mr. Woodward that publicly, he “wanted to always” play down the severity of the virus."
What We Don’t Know About 2020,https://www.nytimes.com/2020/09/09/us/politics/what-we-dont-know-about-2020.html?searchResultPosition=1430,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host."
"Russian Intelligence Hackers Are Back, Microsoft Warns, Aiming at Officials of Both Parties",https://www.nytimes.com/2020/09/10/us/politics/russian-hacking-microsoft-biden-trump.html?searchResultPosition=1431,[Follow our daily updates on the latest presidential election polls.]
What to Know About the Wildfires,https://www.nytimes.com/2020/09/10/us/california-wildfires.html?searchResultPosition=1432,Good morning.
"Many ask if Woodward should have revealed Trump’s comments sooner, and Trump weighs in.",https://www.nytimes.com/2020/09/10/us/elections/many-ask-if-woodward-should-have-revealed-trumps-comments-sooner-and-trump-weighs-in.html?searchResultPosition=1433,"Should Bob Woodward have withheld until now a February quotation from President Trump, who privately told him the coronavirus was “deadly stuff” even as he publicly minimized its severity? Could Mr. Woodward have helped save lives by releasing the information sooner?"
The Woodward Revelations,https://www.nytimes.com/2020/09/10/us/politics/trump-woodward-book.html?searchResultPosition=1434,"Woodward’s revelations prompt an admission from Trump: “I’m a cheerleader.” It’s Thursday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
‘They Call Me a Criminal’: Nursing Home Workers Who May Spread the Virus,https://www.nytimes.com/2020/09/10/us/virus-florida-nursing-homes-contract-workers.html?searchResultPosition=1435,"In late May, Jean-Junior Vertu and Marie Julceus, two employees at a long-term care facility near West Palm Beach, Fla., took a routine test for the coronavirus and then went about their workday. They felt fine. Mr. Vertu, a dietary aide, pureed food for the residents while listening to Haitian dance music. Ms. Julceus, a nurse, helped them eat."
Postal Service to Tap Republican Lobbyist to Quell Mounting Scrutiny,https://www.nytimes.com/2020/09/09/us/postal-service-lobbyist.html?searchResultPosition=1436,"Postmaster General Louis DeJoy, moving to defend himself and top postal officials against suggestions that they are trying to help President Trump win re-election by sabotaging mail-in voting, told colleagues on Wednesday that he planned to hire a veteran Republican lobbyist to work with Congress."
Health Official Tries to Reassure Public That Science Will Set Vaccine Approval,https://www.nytimes.com/2020/09/09/us/politics/coronavirus-vaccine-trump.html?searchResultPosition=1437,"Dr. Francis S. Collins, the director of the National Institutes of Health, took issue on Wednesday with President Trump’s suggestion that a coronavirus vaccine would be available by Election Day, as he sought to reassure senators and the public that a vaccine would not be made available unless it was safe and effective."
"Trump Resumes the Rallies He Cherishes, but Virus Vexes His Plans",https://www.nytimes.com/2020/09/09/us/politics/trump-rally-nevada.html?searchResultPosition=1438,"With cheering crowds, inflated and false claims, and inflammatory partisan rhetoric, President Trump has resumed the mode of politicking he enjoys most: entertaining his supporters at campaign-style rallies."
"5 Takeaways From ‘Rage,’ Bob Woodward’s New Book About Trump",https://www.nytimes.com/2020/09/09/us/politics/woodward-trump-rage-takeaways.html?searchResultPosition=1439,"“This is deadly stuff,” President Trump said of the coronavirus in a Feb. 7 interview with the journalist Bob Woodward for his upcoming book, “Rage.” But it was a vastly different story than he was telling the public at the time. Mr. Trump would later admit to Mr. Woodward that publicly, he “wanted to always” play down the severity of the virus."
What We Don’t Know About 2020,https://www.nytimes.com/2020/09/09/us/politics/what-we-dont-know-about-2020.html?searchResultPosition=1440,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/09/09/us/coronavirus-today.html?searchResultPosition=1441,an inflammation of the spinal cord that is often prompted by viral infections.
"Where the Wildfires Are Burning, and Other Answers You Need",https://www.nytimes.com/article/wildfires-california-oregon-washington.html?searchResultPosition=1442,"Wildfires are burning across the West, plunging California and other states into compounding crises. As residents confront the fires, the pall of smoke they create, the region’s continuing heat wave and related challenges, here are answers to some essential questions."
Amtrak Chief Pleads for Nearly $5 Billion to Survive Pandemic,https://www.nytimes.com/2020/09/09/us/politics/coronavirus-amtrak.html?searchResultPosition=1443,"Amtrak’s chief executive, William J. Flynn, urged House lawmakers on Wednesday to provide $4.9 billion for the national passenger rail agency, warning that additional cuts to its service and work force would be needed to “stave off bankruptcy” if Congress did not provide any further emergency funding."
"Biden, in Michigan to Push a Jobs Plan, Tears Into Trump’s Virus Response",https://www.nytimes.com/2020/09/09/us/politics/biden-trump-michigan-jobs-taxes.html?searchResultPosition=1444,"Joseph R. Biden Jr. tore into President Trump on Wednesday over new revelations from a forthcoming book by the journalist Bob Woodward that the president knowingly minimized the risks of the coronavirus, arguing that Mr. Trump had lied to the American public and put lives in danger."
Is Voting Twice a Felony?,https://www.nytimes.com/article/voting-twice.html?searchResultPosition=1445,"First, President Trump suggested voters in North Carolina show up at the polls after casting an absentee ballot to test the integrity of the state’s electoral system. Then the secretary of state of Georgia said he would prosecute “to the fullest extent of the law” hundreds of cases where a voter cast an absentee ballot and also voted in person."
Trump Admits Downplaying the Virus Knowing It Was ‘Deadly Stuff’,https://www.nytimes.com/2020/09/09/us/politics/woodward-trump-book-virus.html?searchResultPosition=1446,President Trump acknowledged to the journalist Bob Woodward that he knowingly played down the coronavirus earlier this year even though he was aware it was life-threatening and vastly more serious than the seasonal flu.
Schools Briefing: Coronavirus Dorms and Super Spreaders,https://www.nytimes.com/2020/09/09/us/schools-reopening-coronavirus.html?searchResultPosition=1447,"Cases of coronavirus are spiking on university campuses, leaving administrators with two unappealing options: Quarantine students in dorms, or send them home."
How Are You Keeping Your Students Engaged?,https://www.nytimes.com/2020/09/09/us/how-are-you-keeping-your-students-engaged.html?searchResultPosition=1448,"Teachers, thank you for your efforts to keep our kids learning and growing. We know this year is harder than ever and presents new challenges. We’d love to know how you’re trying to make school fun. Are you finding new ways for kids to share and socialize? What are the ways you’re using technology and social distancing to your advantage? "
Drag Queens Deliver Dinner and a Show in San Francisco,https://www.nytimes.com/2020/09/09/us/oasis-nightclub-drag-queen-meals.html?searchResultPosition=1449,"Before the coronavirus, drag queens and kings lip-synced their way across the jewel-box stage at Oasis, a San Francisco cabaret, and performed parodies of shows like “Sex and the City” and “Buffy the Vampire Slayer,” to the delight of packed houses of tourists and locals."
The ‘Great Environmentalist’ President,https://www.nytimes.com/2020/09/09/us/politics/trump-climate-florida.html?searchResultPosition=1450,"Trump pivots on climate, but maintains his stance on coronavirus safety measures. It’s Wednesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/09/09/us/coronavirus-today.html?searchResultPosition=1451,an inflammation of the spinal cord that is often prompted by viral infections.
"Where the Wildfires Are Burning, and Other Answers You Need",https://www.nytimes.com/article/wildfires-california-oregon-washington.html?searchResultPosition=1452,"Wildfires are burning across the West, plunging California and other states into compounding crises. As residents confront the fires, the pall of smoke they create, the region’s continuing heat wave and related challenges, here are answers to some essential questions."
Amtrak Chief Pleads for Nearly $5 Billion to Survive Pandemic,https://www.nytimes.com/2020/09/09/us/politics/coronavirus-amtrak.html?searchResultPosition=1453,"Amtrak’s chief executive, William J. Flynn, urged House lawmakers on Wednesday to provide $4.9 billion for the national passenger rail agency, warning that additional cuts to its service and work force would be needed to “stave off bankruptcy” if Congress did not provide any further emergency funding."
"Biden, in Michigan to Push a Jobs Plan, Tears Into Trump’s Virus Response",https://www.nytimes.com/2020/09/09/us/politics/biden-trump-michigan-jobs-taxes.html?searchResultPosition=1454,"Joseph R. Biden Jr. tore into President Trump on Wednesday over new revelations from a forthcoming book by the journalist Bob Woodward that the president knowingly minimized the risks of the coronavirus, arguing that Mr. Trump had lied to the American public and put lives in danger."
Is Voting Twice a Felony?,https://www.nytimes.com/article/voting-twice.html?searchResultPosition=1455,"First, President Trump suggested voters in North Carolina show up at the polls after casting an absentee ballot to test the integrity of the state’s electoral system. Then the secretary of state of Georgia said he would prosecute “to the fullest extent of the law” hundreds of cases where a voter cast an absentee ballot and also voted in person."
Trump Admits Downplaying the Virus Knowing It Was ‘Deadly Stuff’,https://www.nytimes.com/2020/09/09/us/politics/woodward-trump-book-virus.html?searchResultPosition=1456,President Trump acknowledged to the journalist Bob Woodward that he knowingly played down the coronavirus earlier this year even though he was aware it was life-threatening and vastly more serious than the seasonal flu.
Schools Briefing: Coronavirus Dorms and Super Spreaders,https://www.nytimes.com/2020/09/09/us/schools-reopening-coronavirus.html?searchResultPosition=1457,"Cases of coronavirus are spiking on university campuses, leaving administrators with two unappealing options: Quarantine students in dorms, or send them home."
How Are You Keeping Your Students Engaged?,https://www.nytimes.com/2020/09/09/us/how-are-you-keeping-your-students-engaged.html?searchResultPosition=1458,"Teachers, thank you for your efforts to keep our kids learning and growing. We know this year is harder than ever and presents new challenges. We’d love to know how you’re trying to make school fun. Are you finding new ways for kids to share and socialize? What are the ways you’re using technology and social distancing to your advantage? "
Drag Queens Deliver Dinner and a Show in San Francisco,https://www.nytimes.com/2020/09/09/us/oasis-nightclub-drag-queen-meals.html?searchResultPosition=1459,"Before the coronavirus, drag queens and kings lip-synced their way across the jewel-box stage at Oasis, a San Francisco cabaret, and performed parodies of shows like “Sex and the City” and “Buffy the Vampire Slayer,” to the delight of packed houses of tourists and locals."
The ‘Great Environmentalist’ President,https://www.nytimes.com/2020/09/09/us/politics/trump-climate-florida.html?searchResultPosition=1460,"Trump pivots on climate, but maintains his stance on coronavirus safety measures. It’s Wednesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/09/08/us/coronavirus-briefing-what-happened-today.html?searchResultPosition=1461,"Nine drug companies pledged today to “stand with science” and not release a coronavirus vaccine until it met rigorous safety and efficacy standards. Normally in competition with one another, the companies banded together in an effort to reassure the public that they would not bow to pressure from the Trump administration and prematurely rush out a vaccine."
Republicans Push Scaled-Back Stimulus Plan as Impasse on Virus Aid Persists,https://www.nytimes.com/2020/09/08/us/politics/congress-coronavirus-stimulus.html?searchResultPosition=1462,"Senate Republicans on Tuesday proposed a substantially scaled-back stimulus plan to provide federal aid to unemployed workers, schools, farmers, the Postal Service and small businesses, announcing a vote this week whose primary purpose was to try to foist blame on Democrats for a continuing stalemate."
Democrats Flip Open the Health Care Playbook,https://www.nytimes.com/2020/09/08/us/politics/health-care-political-ads.html?searchResultPosition=1463,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Nick Corasaniti, your host on Tuesdays for our coverage of all things media and messaging."
Website Crashes and Cyberattacks Welcome Students Back to School,https://www.nytimes.com/2020/09/08/us/school-districts-cyberattacks-glitches.html?searchResultPosition=1464,"A ransomware attack forced Hartford, Conn., to call off the first day of classes. A website crash left many of Houston’s 200,000 students staring at error messages. And a server problem in Virginia Beach disrupted the first hours back to school there."
"Kathryn Garcia, N.Y.C.’s sanitation commissioner, resigns to mull a run for mayor.",https://www.nytimes.com/2020/09/08/us/elections/kathryn-garcia-nycs-sanitation-commissioner-resigns-to-mull-a-run-for-mayor.html?searchResultPosition=1465,"The nation’s attention may be focused on the November elections, but in New York City, the race to succeed Mayor Bill de Blasio next year is already getting crowded."
"Fire and Heat Hit California, Again",https://www.nytimes.com/2020/09/08/us/california-wildfire-heat-wave.html?searchResultPosition=1466,Good morning.
A Pit Stop and a Pause to Reflect on a Summer That Wasn’t,https://www.nytimes.com/2020/09/07/us/virus-laborday-travel-reststop-newjersey.html?searchResultPosition=1467,"to fit in one final county fair, extended-family gathering, or long beach weekend"
"In Year of Voting by Mail, a Scramble to Beef Up In-Person Voting, Too",https://www.nytimes.com/2020/09/07/us/politics/vote-in-person-covid.html?searchResultPosition=1468,"Unnerved by the difficulties of voting amid a pandemic and faced with both the political static injected by President Trump and the limits on expanding voting by mail, state and local authorities across the country are racing to rethink and reinforce the polling sites where tens of millions of people are still expected to cast their ballots."
"Federal Judge Blocks, for Now, Further Winding Down of the 2020 Census",https://www.nytimes.com/2020/09/06/us/census-count.html?searchResultPosition=1469,"The tortuous course of the 2020 census, first slowed by the coronavirus pandemic and then placed on a fast track by the Trump administration, took yet another twist on Friday when a federal judge temporarily blocked the administration’s order to wrap up the count a month ahead of schedule."
A New Front in America’s Pandemic: College Towns,https://www.nytimes.com/2020/09/06/us/colleges-coronavirus-students.html?searchResultPosition=1470,"Last month, facing a budget shortfall of at least $75 million because of the pandemic, the University of Iowa welcomed thousands of students back to its campus"
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/09/08/us/coronavirus-briefing-what-happened-today.html?searchResultPosition=1471,"Nine drug companies pledged today to “stand with science” and not release a coronavirus vaccine until it met rigorous safety and efficacy standards. Normally in competition with one another, the companies banded together in an effort to reassure the public that they would not bow to pressure from the Trump administration and prematurely rush out a vaccine."
Republicans Push Scaled-Back Stimulus Plan as Impasse on Virus Aid Persists,https://www.nytimes.com/2020/09/08/us/politics/congress-coronavirus-stimulus.html?searchResultPosition=1472,"Senate Republicans on Tuesday proposed a substantially scaled-back stimulus plan to provide federal aid to unemployed workers, schools, farmers, the Postal Service and small businesses, announcing a vote this week whose primary purpose was to try to foist blame on Democrats for a continuing stalemate."
Democrats Flip Open the Health Care Playbook,https://www.nytimes.com/2020/09/08/us/politics/health-care-political-ads.html?searchResultPosition=1473,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Nick Corasaniti, your host on Tuesdays for our coverage of all things media and messaging."
Website Crashes and Cyberattacks Welcome Students Back to School,https://www.nytimes.com/2020/09/08/us/school-districts-cyberattacks-glitches.html?searchResultPosition=1474,"A ransomware attack forced Hartford, Conn., to call off the first day of classes. A website crash left many of Houston’s 200,000 students staring at error messages. And a server problem in Virginia Beach disrupted the first hours back to school there."
"Kathryn Garcia, N.Y.C.’s sanitation commissioner, resigns to mull a run for mayor.",https://www.nytimes.com/2020/09/08/us/elections/kathryn-garcia-nycs-sanitation-commissioner-resigns-to-mull-a-run-for-mayor.html?searchResultPosition=1475,"The nation’s attention may be focused on the November elections, but in New York City, the race to succeed Mayor Bill de Blasio next year is already getting crowded."
"Fire and Heat Hit California, Again",https://www.nytimes.com/2020/09/08/us/california-wildfire-heat-wave.html?searchResultPosition=1476,Good morning.
A Pit Stop and a Pause to Reflect on a Summer That Wasn’t,https://www.nytimes.com/2020/09/07/us/virus-laborday-travel-reststop-newjersey.html?searchResultPosition=1477,"to fit in one final county fair, extended-family gathering, or long beach weekend"
"In Year of Voting by Mail, a Scramble to Beef Up In-Person Voting, Too",https://www.nytimes.com/2020/09/07/us/politics/vote-in-person-covid.html?searchResultPosition=1478,"Unnerved by the difficulties of voting amid a pandemic and faced with both the political static injected by President Trump and the limits on expanding voting by mail, state and local authorities across the country are racing to rethink and reinforce the polling sites where tens of millions of people are still expected to cast their ballots."
"Federal Judge Blocks, for Now, Further Winding Down of the 2020 Census",https://www.nytimes.com/2020/09/06/us/census-count.html?searchResultPosition=1479,"The tortuous course of the 2020 census, first slowed by the coronavirus pandemic and then placed on a fast track by the Trump administration, took yet another twist on Friday when a federal judge temporarily blocked the administration’s order to wrap up the count a month ahead of schedule."
A New Front in America’s Pandemic: College Towns,https://www.nytimes.com/2020/09/06/us/colleges-coronavirus-students.html?searchResultPosition=1480,"Last month, facing a budget shortfall of at least $75 million because of the pandemic, the University of Iowa welcomed thousands of students back to its campus"
"A Big 2020 Campaign Question: Wait, What Day Is It?",https://www.nytimes.com/2020/09/05/us/politics/2020-election-calendar.html?searchResultPosition=1481,What day is it today? Is it:
Race for Coronavirus Vaccine Pits Spy Against Spy,https://www.nytimes.com/2020/09/05/us/politics/coronavirus-vaccine-espionage.html?searchResultPosition=1482,"Chinese intelligence hackers were intent on stealing coronavirus vaccine data, so they looked for what they believed would be an easy target. Instead of simply going after pharmaceutical companies, they conducted digital reconnaissance on the University of North Carolina and other schools doing cutting-edge research."
A Growing Number of Catholic Schools Are Shutting Down Forever,https://www.nytimes.com/2020/09/05/us/catholic-school-closings.html?searchResultPosition=1483,"In more than four decades of coaching girls’ basketball at Lebanon Catholic High School in southeastern Pennsylvania, Patti Hower had led the team to three state championships and 20 district titles. This year, with four starting players returning, there were high hopes again."
Color of Change: Tackling Systemic Racism One Strategy at a Time,https://www.nytimes.com/2020/09/05/us/Rashad-Robinson-color-of-change.html?searchResultPosition=1484,[Race/Related is available as a newsletter. Sign up here to get it delivered to your inbox.]
Top Biden Advisers Preview Fall Election Strategy,https://www.nytimes.com/2020/09/05/us/politics/Joe-Biden-2020.html?searchResultPosition=1485,[Follow our daily updates on the latest presidential election polls.]
11 Students on a First Day of School Like No Other,https://www.nytimes.com/2020/09/05/us/virtual-return-to-school-covid.html?searchResultPosition=1486,"Lucas Fonte’s first day of virtual third grade was a virtual flop. There was no exciting wait for the school bus or morning greeting from the bus driver, Mrs. Rodriguez. Instead, the talkative eight-year-old put on his school uniform shirt, sat down next to his mother and brother at the dining room table and tried to log on to the Miami-Dade Public School district’s new online learning platform."
How the Circle Drive-In ‘Found Its Niche’ in the Pandemic,https://www.nytimes.com/2020/09/05/us/how-the-circle-drive-in-found-its-niche-in-the-pandemic.html?searchResultPosition=1487,"In the coronavirus pandemic, it became 15 acres of safety, 15 acres where people could lose themselves in a crowd but remain alone as they watched a movie. Or graduated from high school. Or played bingo. Or watched fireworks. Or hummed along at a concert."
"The Latest Polls, the Great Non-Tightening: This Week in the 2020 Race",https://www.nytimes.com/2020/09/05/us/politics/trump-biden-polls-election.html?searchResultPosition=1488,[Follow our live polls tracker on Trump vs Biden.]
Coronavirus Briefing: A Summer of Lost Opportunity,https://www.nytimes.com/2020/09/04/us/coronavirus-briefing-a-summer-of-lost-opportunity.html?searchResultPosition=1489,"As summer comes to a close, the United States is averaging about 40,000 new cases a day, down from a horrifying peak in late July. But in many ways, the country is worse off now than at the beginning of the season: On Memorial Day weekend, the United States averaged 22,000 cases a day."
California Is Dangerously Hot This Weekend,https://www.nytimes.com/2020/09/04/us/california-heat-wave.html?searchResultPosition=1490,Brutally hot and dry weather that was forecast across much of the Western United States over the Labor Day weekend and California in particular delivered as expected on Saturday. 
"A Big 2020 Campaign Question: Wait, What Day Is It?",https://www.nytimes.com/2020/09/05/us/politics/2020-election-calendar.html?searchResultPosition=1491,What day is it today? Is it:
Race for Coronavirus Vaccine Pits Spy Against Spy,https://www.nytimes.com/2020/09/05/us/politics/coronavirus-vaccine-espionage.html?searchResultPosition=1492,"Chinese intelligence hackers were intent on stealing coronavirus vaccine data, so they looked for what they believed would be an easy target. Instead of simply going after pharmaceutical companies, they conducted digital reconnaissance on the University of North Carolina and other schools doing cutting-edge research."
A Growing Number of Catholic Schools Are Shutting Down Forever,https://www.nytimes.com/2020/09/05/us/catholic-school-closings.html?searchResultPosition=1493,"In more than four decades of coaching girls’ basketball at Lebanon Catholic High School in southeastern Pennsylvania, Patti Hower had led the team to three state championships and 20 district titles. This year, with four starting players returning, there were high hopes again."
Color of Change: Tackling Systemic Racism One Strategy at a Time,https://www.nytimes.com/2020/09/05/us/Rashad-Robinson-color-of-change.html?searchResultPosition=1494,[Race/Related is available as a newsletter. Sign up here to get it delivered to your inbox.]
Top Biden Advisers Preview Fall Election Strategy,https://www.nytimes.com/2020/09/05/us/politics/Joe-Biden-2020.html?searchResultPosition=1495,[Follow our daily updates on the latest presidential election polls.]
11 Students on a First Day of School Like No Other,https://www.nytimes.com/2020/09/05/us/virtual-return-to-school-covid.html?searchResultPosition=1496,"Lucas Fonte’s first day of virtual third grade was a virtual flop. There was no exciting wait for the school bus or morning greeting from the bus driver, Mrs. Rodriguez. Instead, the talkative eight-year-old put on his school uniform shirt, sat down next to his mother and brother at the dining room table and tried to log on to the Miami-Dade Public School district’s new online learning platform."
How the Circle Drive-In ‘Found Its Niche’ in the Pandemic,https://www.nytimes.com/2020/09/05/us/how-the-circle-drive-in-found-its-niche-in-the-pandemic.html?searchResultPosition=1497,"In the coronavirus pandemic, it became 15 acres of safety, 15 acres where people could lose themselves in a crowd but remain alone as they watched a movie. Or graduated from high school. Or played bingo. Or watched fireworks. Or hummed along at a concert."
"The Latest Polls, the Great Non-Tightening: This Week in the 2020 Race",https://www.nytimes.com/2020/09/05/us/politics/trump-biden-polls-election.html?searchResultPosition=1498,[Follow our live polls tracker on Trump vs Biden.]
Coronavirus Briefing: A Summer of Lost Opportunity,https://www.nytimes.com/2020/09/04/us/coronavirus-briefing-a-summer-of-lost-opportunity.html?searchResultPosition=1499,"As summer comes to a close, the United States is averaging about 40,000 new cases a day, down from a horrifying peak in late July. But in many ways, the country is worse off now than at the beginning of the season: On Memorial Day weekend, the United States averaged 22,000 cases a day."
California Is Dangerously Hot This Weekend,https://www.nytimes.com/2020/09/04/us/california-heat-wave.html?searchResultPosition=1500,Brutally hot and dry weather that was forecast across much of the Western United States over the Labor Day weekend and California in particular delivered as expected on Saturday. 
A Furious Biden Calls Trump’s Reported Insults of Fallen Soldiers ‘Disgusting’,https://www.nytimes.com/2020/09/04/us/politics/biden-trump-soliders-insults.html?searchResultPosition=1501,Joseph R. Biden Jr. strained to contain his disgust with President Trump on Friday over a report that Mr. Trump had made extraordinarily disrespectful remarks about fallen soldiers.
Bar and Medical Exam Delays Keep Graduates in Limbo,https://www.nytimes.com/2020/09/04/us/bar-exam-coronavirus.html?searchResultPosition=1502,where Mr. Molera recalled many people lifting masks for snacks and water breaks
